category,rating,label,text_,text_length,word_count,is_fake,text_clean,exclamation_count,question_count,capital_ratio,digit_count,unique_word_ratio,avg_word_length,sentence_count,sentiment_polarity,sentiment_subjectivity,is_extreme_rating,is_very_short,is_very_long
Sports_and_Outdoors_5,5.0,OR,"I'm gonna give you the begginers outlook. I am only on day 3. I've done kick boxing and football so I'm not out of shape in the sense of not working out. I've had 3 knee surgeries and have fractured my ankle on my dominant (right) side. My dad is a pastor and a physical therapist healing hands I guess is why he toon that route. Anyway so I always got in homehelp but my body has gotten stiff over the years with cartledge and joint discomfort. We are talking complete subluxation (dislocation) of my knee caps from the sockets. So when I say I feel it in my quads, my hams, and my knees you better believe it. I don't know how well it's gonna play out but we will see. I'm 300 pounds 6'3 and I ain't obese theres a tone of muscle  on me due to I got into weight lifting. Yes I know it's not great on my knees to add weight but I'm trying to build my legs as well. So far Tai cheng has proven to be the hardest leg workout I've done thus far. I also enjoy it he talks to you not at you which is hard considering he's on TV not in person. My dad has seen the visa and if you're wondering if Dr. Cheng knows his stuff take in consideration NY dad a physical therapist for 20+ years said it's simple but effective since it's trying to make your body work naturally.",1257,253,0,"i'm gonna give you the begginers outlook. i am only on day 3. i've done kick boxing and football so i'm not out of shape in the sense of not working out. i've had 3 knee surgeries and have fractured my ankle on my dominant right side. my dad is a pastor and a physical therapist healing hands i guess is why he toon that route. anyway so i always got in homehelp but my body has gotten stiff over the years with cartledge and joint discomfort. we are talking complete subluxation dislocation of my knee caps from the sockets. so when i say i feel it in my quads, my hams, and my knees you better believe it. i don't know how well it's gonna play out but we will see. i'm 300 pounds 6'3 and i ain't obese theres a tone of muscle on me due to i got into weight lifting. yes i know it's not great on my knees to add weight but i'm trying to build my legs as well. so far tai cheng has proven to be the hardest leg workout i've done thus far. i also enjoy it he talks to you not at you which is hard considering he's on tv not in person. my dad has seen the visa and if you're wondering if dr. cheng knows his stuff take in consideration ny dad a physical therapist for 20 years said it's simple but effective since it's trying to make your body work naturally.",0,0,0.0,9,0.5856573705179283,3.752988047808765,17,0.07217261904761905,0.559077380952381,1,0,1
Books_5,5.0,CG,"Lee Child hits the bull's-eye and forces the reader into a dramatic turn of events.  The story follows the story of the grandfather, Father, the grandson, and the grandson's mother.  A detailed account of the life of the grandfather, Father, and the grandson's mother is told.  The story is well researched and the story is told with an eye to detail.  I highly recommend this book.I was not disappointed.  I have always been a fan of Robert Langdon's books, but the series has been really lacking since I was a kid.  This series has always been a little different from the others, but it's still one of the best I've read in a",621,114,1,"lee child hits the bull's eye and forces the reader into a dramatic turn of events. the story follows the story of the grandfather, father, the grandson, and the grandson's mother. a detailed account of the life of the grandfather, father, and the grandson's mother is told. the story is well researched and the story is told with an eye to detail. i highly recommend this book.i was not disappointed. i have always been a fan of robert langdon's books, but the series has been really lacking since i was a kid. this series has always been a little different from the others, but it's still one of the best i've read in a",0,0,0.0,0,0.5575221238938053,4.212389380530974,7,0.18927083333333333,0.53,1,0,0
Toys_and_Games_5,4.0,OR,"My 1 year old baby loves it,it is a little bit short as many reviews has said but still interesting",99,20,0,"my 1 year old baby loves it,it is a little bit short as many reviews has said but still interesting",0,0,0.0,1,0.95,3.9,1,0.1825,0.4,0,0,0
Books_5,4.0,OR,I haven't read much Stephen King but I really enjoyed the Shining.  It has been referenced so much in pop culture and has influenced so many works it was great to finally read it.,178,34,0,i haven't read much stephen king but i really enjoyed the shining. it has been referenced so much in pop culture and has influenced so many works it was great to finally read it.,0,0,0.0,0,0.7941176470588235,4.117647058823529,3,0.3666666666666667,0.5583333333333332,0,0,0
Sports_and_Outdoors_5,5.0,CG,"These get 5 stars, I use it everyday. It is very comfortable and my hands are warm and warm. If you are a yoga teacher or a beginner, you may be disappointed in this product. It is great for beginners. I would recommend it. I bought this for my husband for his birthday. He's a huge fan of the military-style tactical gear and wanted something more traditional for his military-style military gear. The metal is solid and a good quality piece of material.",455,85,1,"these get 5 stars, i use it everyday. it is very comfortable and my hands are warm and warm. if you are a yoga teacher or a beginner, you may be disappointed in this product. it is great for beginners. i would recommend it. i bought this for my husband for his birthday. he's a huge fan of the military style tactical gear and wanted something more traditional for his military style military gear. the metal is solid and a good quality piece of material.",0,0,0.0,1,0.6666666666666666,4.261904761904762,8,0.20500000000000002,0.5321428571428571,1,0,0
Pet_Supplies_5,5.0,CG,My new kittens just love this toy and the dogs love it.  My 2 cats are pretty picky so I had to get a treat to get them to eat.  I will definitely buy again.  It's a little pricey for one cat but I don't have to worry about getting a treat as they love the flavor.  They are very picky so I like the taste of the treat.  I highly recommend it to any cat owner!Love this product.  It's very easy to use.  The smaller size fits my 60 pound dog perfectly.,445,93,1,my new kittens just love this toy and the dogs love it. my 2 cats are pretty picky so i had to get a treat to get them to eat. i will definitely buy again. it's a little pricey for one cat but i don't have to worry about getting a treat as they love the flavor. they are very picky so i like the taste of the treat. i highly recommend it to any cat owner!love this product. it's very easy to use. the smaller size fits my 60 pound dog perfectly.,1,0,0.0,3,0.6444444444444445,3.611111111111111,8,0.30184974747474747,0.6328787878787878,1,0,0
Pet_Supplies_5,2.0,OR,"I'm a perfectionist, in all I do and in my work; I expect the same pride in workmanship and design as I put into my own designs and products...

This cheap, thin, tin-like metal has no substance to it at all; its tantamount to a polished tin can. The 'anti spill' ring (atop the bowl) is too large for small breeds such as my 20 pound Shih-Tzu.  It arrived with the rubber, anti-slide/anti-skid, gasket detached, it falls off very easily and is nearly impossible to replace without stretching it, which totally defeats its purpose, in that it falls off almost every time you pick it up.

There is a hollow space under the anti spill, upper rim, that is impossible to keep clean.  Having no instructions, enclosed, who could possibly know that upper anti spill rim is designed to come off?  Good luck managing that feat and be careful not to pinch your skin both wrestling it off and getting it back on.  Having shopped finer boating and camping stores, I found this is a really bad knock off of the ones I have found since.

My really good dog food bowls are stainless steel, incredibly heavy and have lasted 3 lifetimes (dog lives) they cost a small fortune when I bought them 20 years ago, but were more than worth it.  I was looking for comparable water bowls when giving this a try; and it is not even close to being close.

Unless you only need this for the boat or camper for a week or two and a few weekends a year...  Do yourself a favor and buy heavy duty, stainless steel and don't have names put on (unless removable).  Spend the money once and never again.  My twenty year old bowls look brand new, even after 20 years of dishwasher abuse.  Whereas, my week old Indipets bowl is ALREADY scratched, falling apart and has pinched my finger so hard I still have a huge blood blister on my finger..",1785,338,0,"i'm a perfectionist, in all i do and in my work i expect the same pride in workmanship and design as i put into my own designs and products... this cheap, thin, tin like metal has no substance to it at all its tantamount to a polished tin can. the 'anti spill' ring atop the bowl is too large for small breeds such as my 20 pound shih tzu. it arrived with the rubber, anti slide anti skid, gasket detached, it falls off very easily and is nearly impossible to replace without stretching it, which totally defeats its purpose, in that it falls off almost every time you pick it up. there is a hollow space under the anti spill, upper rim, that is impossible to keep clean. having no instructions, enclosed, who could possibly know that upper anti spill rim is designed to come off? good luck managing that feat and be careful not to pinch your skin both wrestling it off and getting it back on. having shopped finer boating and camping stores, i found this is a really bad knock off of the ones i have found since. my really good dog food bowls are stainless steel, incredibly heavy and have lasted 3 lifetimes dog lives they cost a small fortune when i bought them 20 years ago, but were more than worth it. i was looking for comparable water bowls when giving this a try and it is not even close to being close. unless you only need this for the boat or camper for a week or two and a few weekends a year... do yourself a favor and buy heavy duty, stainless steel and don't have names put on unless removable . spend the money once and never again. my twenty year old bowls look brand new, even after 20 years of dishwasher abuse. whereas, my week old indipets bowl is already scratched, falling apart and has pinched my finger so hard i still have a huge blood blister on my finger..",0,1,0.0,7,0.6036036036036037,4.1891891891891895,14,0.041589981447124315,0.5190414347557203,0,0,1
Kindle_Store_5,5.0,CG,"I was given this book in exchange for an honest review.

I really enjoyed this book. It was well written and I liked how the characters were developed. I was very impressed with the writing style and the characters. I would recommend it.I really enjoyed this book. The first book was a great read. I read it in one sitting and couldn't put it down. I liked the characters, the story, the setting and the characters. I loved the way the story went on. I loved the characters, the story, the characters. I liked how the author took a story from the beginning to the end. I was a little confused at first, but I found it very entertaining.I'm a huge fan of the M/M genre.  I've read all of the 3 books in this series, and I have no problem recommending this series to anyone who is looking for a well written, well-paced, and well-written read.  I'm not going to say anything about the other books in this series, but I'll tell you this:  The last book was a bit of a shock, and I was very disappointed.  The other books were very good, but the story was lacking.  The main character, Daisy, is a very good-looking, sweet, determined, independent woman who had a hard time with her mother.  She's a sweetheart and a strong woman, but she's also a great friend.  She's also a beautiful, determined woman, but her heart is a bit broken.  She's trying to figure out how to get through this tough time, but she doesn't know what to do with it",1425,271,1,"i was given this book in exchange for an honest review. i really enjoyed this book. it was well written and i liked how the characters were developed. i was very impressed with the writing style and the characters. i would recommend it.i really enjoyed this book. the first book was a great read. i read it in one sitting and couldn't put it down. i liked the characters, the story, the setting and the characters. i loved the way the story went on. i loved the characters, the story, the characters. i liked how the author took a story from the beginning to the end. i was a little confused at first, but i found it very entertaining.i'm a huge fan of the m m genre. i've read all of the 3 books in this series, and i have no problem recommending this series to anyone who is looking for a well written, well paced, and well written read. i'm not going to say anything about the other books in this series, but i'll tell you this the last book was a bit of a shock, and i was very disappointed. the other books were very good, but the story was lacking. the main character, daisy, is a very good looking, sweet, determined, independent woman who had a hard time with her mother. she's a sweetheart and a strong woman, but she's also a great friend. she's also a beautiful, determined woman, but her heart is a bit broken. she's trying to figure out how to get through this tough time, but she doesn't know what to do with it",0,0,0.0,1,0.43656716417910446,4.007462686567164,19,0.2779208754208754,0.618905723905724,1,0,1
Pet_Supplies_5,1.0,OR,"Customer service/warranty from this company is non exsistant. I have the largest one of these bowls and the stem on the bottom broke which then would not allow the water to flow up through the machine thus defeating the purpose and rendering it trash. I called customer service and they refused to replace it and told me to buy a new dome (the whole part that holds the water) for $59! More than the whole machine! I was then forced to glue it. Like other reviews have said, the dome leaks also. If you flip it over (right side up) after filling it any where but over the bowl, you will get a huge mess. The power plug gets extremely hot which is a safety hazard. Where the water flows down the side at the top, there are slits under the gray ring which allow the water to roll down the dome...you cant get to those very easy for cleaning and they become black with mold fairly fast (pretty nasty). If you have hard water, forget it because it will never come clean. I was very very disappointed with this and even more with the companies lack of care in their product especially since I have owned older models for my cats in the past.",1130,217,0,"customer service warranty from this company is non exsistant. i have the largest one of these bowls and the stem on the bottom broke which then would not allow the water to flow up through the machine thus defeating the purpose and rendering it trash. i called customer service and they refused to replace it and told me to buy a new dome the whole part that holds the water for 59! more than the whole machine! i was then forced to glue it. like other reviews have said, the dome leaks also. if you flip it over right side up after filling it any where but over the bowl, you will get a huge mess. the power plug gets extremely hot which is a safety hazard. where the water flows down the side at the top, there are slits under the gray ring which allow the water to roll down the dome...you cant get to those very easy for cleaning and they become black with mold fairly fast pretty nasty . if you have hard water, forget it because it will never come clean. i was very very disappointed with this and even more with the companies lack of care in their product especially since i have owned older models for my cats in the past.",2,0,0.0,2,0.6221198156682027,4.119815668202765,11,0.040972005772005764,0.5680548340548339,1,0,1
Books_5,5.0,CG,"I'm so in love with this book, I'd recommend it to anyone who enjoys the paranormal genre",89,17,1,"i'm so in love with this book, i'd recommend it to anyone who enjoys the paranormal genre",0,0,0.0,0,0.9411764705882353,4.0,1,0.5,0.6,1,1,0
Sports_and_Outdoors_5,5.0,OR,I love my gnome. The gnome has held up well outside in the wind and snow.,73,16,0,i love my gnome. the gnome has held up well outside in the wind and snow.,0,0,0.0,0,0.875,3.5,2,0.25,0.325,1,1,0
Sports_and_Outdoors_5,5.0,OR,"Perfect fit, great price.  Revived the helmet to functional use.  Beats buying a new helmet when the helmet is in excellent condition.",132,22,0,"perfect fit, great price. revived the helmet to functional use. beats buying a new helmet when the helmet is in excellent condition.",0,0,0.0,0,0.8636363636363636,4.863636363636363,3,0.6672727272727272,0.7209090909090909,1,0,0
Home_and_Kitchen_5,5.0,CG,"We purchased two sets of this set and they look just like the picture.  I am very pleased with them.  The plastic parts are very sturdy, and the cover is very sturdy.  They are still very attractive, and I think they are going to last a long time.  I would definitely buy these again!They are a great addition to any kitchen.  I love that they are made of silicone and that they are made of silicone.  It's very easy to wash and dry them",431,84,1,"we purchased two sets of this set and they look just like the picture. i am very pleased with them. the plastic parts are very sturdy, and the cover is very sturdy. they are still very attractive, and i think they are going to last a long time. i would definitely buy these again!they are a great addition to any kitchen. i love that they are made of silicone and that they are made of silicone. it's very easy to wash and dry them",1,0,0.0,0,0.6144578313253012,3.9518072289156625,7,0.34515151515151515,0.5924242424242423,1,0,0
Clothing_Shoes_and_Jewelry_5,4.0,CG,great backpack lots of space and a nice quality.Very good quality.Nice bag.Very pretty.,87,13,1,great backpack lots of space and a nice quality.very good quality.nice bag.very pretty.,0,0,0.0,0,1.0,4.2,1,0.5874999999999999,0.8375,0,1,0
Pet_Supplies_5,3.0,OR,"Sorry to see this product was made in China. After the discovery of the bad dog food from China in addition to other things (lead paint in children's toys), I don't feel completely confident that these treats are not harmful.",224,41,0,"sorry to see this product was made in china. after the discovery of the bad dog food from china in addition to other things lead paint in children's toys , i don't feel completely confident that these treats are not harmful.",0,0,0.0,0,0.875,4.4,2,-0.20624999999999993,0.71875,0,0,0
Sports_and_Outdoors_5,4.0,OR,"Good quality and perfect size of 40"" for my Ruger M77 compact rifle that's 36"". Heavy zipper, extra cargo pockets and a Ruger logo to match my rifle. I thought that all of Allen's cases were made in the USA, but this one has a ""Made in China"" tag sewn into it. I'm docking one star for not being American made. Still, it's a nice durable case.",340,68,0,"good quality and perfect size of 40 for my ruger m77 compact rifle that's 36 . heavy zipper, extra cargo pockets and a ruger logo to match my rifle. i thought that all of allen's cases were made in the usa, but this one has a made in china tag sewn into it. i'm docking one star for not being american made. still, it's a nice durable case.",0,0,0.0,6,0.765625,3.90625,5,0.35000000000000003,0.5333333333333333,0,0,0
Toys_and_Games_5,4.0,CG,"Good Value, chuggington trains can go on the track and make a great gift for a",78,16,1,"good value, chuggington trains can go on the track and make a great gift for a",0,0,0.0,0,0.9375,3.875,1,0.75,0.675,0,1,0
Home_and_Kitchen_5,5.0,CG,"Our 3 & 1/2 year old have been using them for a month now and have been using them to make homemade Biscuit Chicken, Biscuit Rolls, and other kinds of sandwiches. They are great for baking, which is always a challenge. They are very sturdy and the rubber seal is great for holding the eggs and nuts. I am very happy with this purchase. I would buy them again. I am very pleased with this purchase. I love these bowls! They are so easy to clean, no need for a sponge for it to stay dry. I use them to pour coffee beans or tea into bowls, it doesn't matter if you have a hot water pitcher or a hot water pitcher. I love the color, the color is not as bright as I was expecting it to be, but I really like the color of the bowls. I love the fact that the bowls have a handle that doesn't slide off the bottom of the bowl. This allows you to just pour coffee or tea into the bowl with ease. I don't like that I have to push the handle to push out the water and it keeps the water from getting too hot.",995,205,1,"our 3 1 2 year old have been using them for a month now and have been using them to make homemade biscuit chicken, biscuit rolls, and other kinds of sandwiches. they are great for baking, which is always a challenge. they are very sturdy and the rubber seal is great for holding the eggs and nuts. i am very happy with this purchase. i would buy them again. i am very pleased with this purchase. i love these bowls! they are so easy to clean, no need for a sponge for it to stay dry. i use them to pour coffee beans or tea into bowls, it doesn't matter if you have a hot water pitcher or a hot water pitcher. i love the color, the color is not as bright as i was expecting it to be, but i really like the color of the bowls. i love the fact that the bowls have a handle that doesn't slide off the bottom of the bowl. this allows you to just pour coffee or tea into the bowl with ease. i don't like that i have to push the handle to push out the water and it keeps the water from getting too hot.",1,0,0.0,3,0.5,3.757425742574257,13,0.35964912280701755,0.6741228070175437,1,0,1
Kindle_Store_5,4.0,OR,This is s very enjoyable read . I couldn't put it down. A bit of history combined with modern day interest.  A love a strange love affair that works.,148,29,0,this is s very enjoyable read . i couldn't put it down. a bit of history combined with modern day interest. a love a strange love affair that works.,0,0,0.0,0,0.8928571428571429,4.035714285714286,4,0.2740740740740741,0.45314814814814813,0,0,0
Movies_and_TV_5,5.0,OR,My favorite Star Trek of all.  Not one bad season in the bunch,61,13,0,my favorite star trek of all. not one bad season in the bunch,0,0,0.0,0,1.0,3.6923076923076925,2,-0.09999999999999992,0.8333333333333333,1,1,0
Electronics_5,4.0,OR,"Great little space saving computer, Hard Drive did fail a little over a month out of warranty - have replaced with SSD and all is well.

First Apple product in 20 years of purchasing Apple stuff I've ever had an issue with.
Besides that, super quiet(is basically a laptop motherboard without a screen), low power consumption and more than powerful enough for office use.",367,65,0,"great little space saving computer, hard drive did fail a little over a month out of warranty have replaced with ssd and all is well. first apple product in 20 years of purchasing apple stuff i've ever had an issue with. besides that, super quiet is basically a laptop motherboard without a screen , low power consumption and more than powerful enough for office use.",0,0,0.0,2,0.8571428571428571,4.634920634920635,3,0.08472222222222221,0.5187499999999999,0,0,0
Electronics_5,5.0,CG,Cannot the difference between this and a professional quality product. works great. Nice little speaker.,104,15,1,cannot the difference between this and a professional quality product. works great. nice little speaker.,0,0,0.0,0,1.0,5.4375,3,0.328125,0.5875,1,1,0
Sports_and_Outdoors_5,5.0,CG,"Dear Amazon Shopper,

The bottom line is this is an excellent product for the money.  I have one in my basement and the other in a garage.  The plastic is solid and strong and the coating is well made.  The only negative is that the mesh flap is a little short for the rubber hose.  I have to leave it in the car and it goes out of the way.  I would buy again.I used this to hold my rifle and a shotgun in a bag on the patio of my house. The netting was very nice and easy to install. I was able to keep it and put it in my closet without it getting in the way. It is a very good product for the price. I would recommend it for any hunting situation.I like the color and quality. I wish they had the color logo on the back of the bag. I received this product at a discount in exchange for my honest and unbiased review. I would recommend this product for anyone who is looking for a great quality bag. I have been using this bag for a few months now and I am very pleased with how it holds up. I would recommend this bag for anyone looking for a bag that will hold up to a lot of use.I like this little item.  I just bought a small plastic cap, and it fits perfect.  I love that the handle is adjustable.  It looks great and is very comfortable.  It is very lightweight, and I would definitely buy another one.  I would recommend this to anyone looking for",1345,273,1,"dear amazon shopper, the bottom line is this is an excellent product for the money. i have one in my basement and the other in a garage. the plastic is solid and strong and the coating is well made. the only negative is that the mesh flap is a little short for the rubber hose. i have to leave it in the car and it goes out of the way. i would buy again.i used this to hold my rifle and a shotgun in a bag on the patio of my house. the netting was very nice and easy to install. i was able to keep it and put it in my closet without it getting in the way. it is a very good product for the price. i would recommend it for any hunting situation.i like the color and quality. i wish they had the color logo on the back of the bag. i received this product at a discount in exchange for my honest and unbiased review. i would recommend this product for anyone who is looking for a great quality bag. i have been using this bag for a few months now and i am very pleased with how it holds up. i would recommend this bag for anyone looking for a bag that will hold up to a lot of use.i like this little item. i just bought a small plastic cap, and it fits perfect. i love that the handle is adjustable. it looks great and is very comfortable. it is very lightweight, and i would definitely buy another one. i would recommend this to anyone looking for",0,0,0.0,0,0.4444444444444444,3.8074074074074074,20,0.31506666666666666,0.6178666666666667,1,0,1
Books_5,4.0,CG,"A very long book of some interesting and thought provoking thoughts.

If you have been following the story from the beginning, you will love this book!

This is a great book to read and look at in a few years.I read this book to my two year old daughter and it's a very good book. I love the fact that it is a classic and the",323,66,1,"a very long book of some interesting and thought provoking thoughts. if you have been following the story from the beginning, you will love this book! this is a great book to read and look at in a few years.i read this book to my two year old daughter and it's a very good book. i love the fact that it is a classic and the",1,0,0.0,0,0.6461538461538462,3.769230769230769,4,0.33366666666666667,0.43166666666666675,0,0,0
Tools_and_Home_Improvement_5,5.0,OR,"Been running strong for 2 years now, quieter than my last one, and definitely more power.  More affordable than anything in the big box stores of this size as well.",163,30,0,"been running strong for 2 years now, quieter than my last one, and definitely more power. more affordable than anything in the big box stores of this size as well.",0,0,0.0,1,0.9310344827586207,4.448275862068965,2,0.2866666666666667,0.38,1,0,0
Kindle_Store_5,5.0,OR,"Writing about the effects of the curse of the Scottish play in Stratford upon Avondale, Monica Knightly manages to make murder fun. Or at least solving it. A fast pace, strong protagonist and a slew (yes, slew) of friends and coconspirators combine with intelligent but not boring language make for a great weekend or vacation read.",330,56,0,"writing about the effects of the curse of the scottish play in stratford upon avondale, monica knightly manages to make murder fun. or at least solving it. a fast pace, strong protagonist and a slew yes, slew of friends and coconspirators combine with intelligent but not boring language make for a great weekend or vacation read.",0,0,0.0,0,0.8214285714285714,4.803571428571429,3,0.3904761904761905,0.6547619047619049,1,0,0
Pet_Supplies_5,1.0,CG,My dog is a hard chewer and she loves these treats.  These treats are a treat to give her.  The only thing I can say is that she does not like these treats.  I have been giving her a few of these for her and she still likes them.  I have to admit that I do not want her to be able to chew on them.  They are just a treat to give to her and she loves them.  I have been giving her these for about a month now,401,90,1,my dog is a hard chewer and she loves these treats. these treats are a treat to give her. the only thing i can say is that she does not like these treats. i have been giving her a few of these for her and she still likes them. i have to admit that i do not want her to be able to chew on them. they are just a treat to give to her and she loves them. i have been giving her these for about a month now,0,0,0.0,0,0.5222222222222223,3.4,7,0.002083333333333326,0.5666666666666667,1,0,0
